CountyName,LocationID,TotalPopulation,Checkups,Depression,Disability,Food_Insecurity,Food_Stamps,Housing_Insecure,Insurance_Gap,Loneliness,Transport_Barriers,Utility_Threat,Low_Checkups,Healthcare_Desert_Score,Score_EqualWeights,Risk_Tier
Richmond,51760030200,2460,73.1,24.7,28.7,15.5,13.3,13.4,8.6,40.1,10.0,9.1,26.900000000000006,17.39,17.11,MODERATE
Richmond,51760030501,3808,70.2,27.4,34.2,22.7,19.6,16.5,11.3,44.5,14.3,11.1,29.799999999999997,21.3,21.22,HIGH
Richmond,51760030502,2541,73.0,23.7,21.2,8.2,5.8,7.9,5.4,37.3,6.2,5.2,27.0,13.7,12.87,LOW
Richmond,51760040201,3093,72.6,28.5,39.0,29.3,26.8,20.8,11.6,48.0,19.3,14.7,27.400000000000006,23.69,24.74,CRITICAL
Richmond,51760040202,3356,69.6,27.7,26.6,13.0,10.9,11.7,8.2,40.3,9.1,7.8,30.400000000000006,17.18,16.42,MODERATE
Richmond,51760040300,5560,70.7,31.3,43.2,36.1,32.5,21.2,12.8,52.2,23.3,14.6,29.299999999999997,26.46,27.75,CRITICAL
Richmond,51760040400,4350,75.1,26.3,29.1,11.7,9.3,9.0,6.6,39.4,8.5,6.1,24.900000000000006,14.86,14.44,LOW
Richmond,51760040500,3298,75.3,24.1,22.3,6.3,4.5,6.1,5.4,34.3,4.8,3.9,24.700000000000003,12.2,11.25,LOW
Richmond,51760040600,1863,71.3,28.5,27.7,12.8,10.9,10.8,8.9,38.9,8.3,6.8,28.700000000000003,16.62,15.76,MODERATE
Richmond,51760040700,2657,74.0,25.5,22.0,6.9,5.1,7.1,5.5,35.3,5.1,4.5,26.0,12.88,11.94,LOW
Richmond,51760040800,1440,74.9,25.3,23.7,7.6,5.9,7.7,5.9,34.4,5.4,5.0,25.099999999999994,12.98,12.12,LOW
Richmond,51760040900,2609,73.7,25.3,21.3,6.4,4.8,6.7,5.3,34.2,5.0,4.4,26.299999999999997,12.63,11.64,LOW
Richmond,51760041000,2715,75.4,24.1,18.8,4.2,2.7,4.7,4.0,33.5,3.6,2.9,24.599999999999994,11.03,10.02,LOW
Richmond,51760041100,4303,71.0,28.2,27.2,12.4,10.3,10.7,7.9,40.1,8.8,7.0,29.0,16.5,15.77,MODERATE
Richmond,51760041200,1276,71.4,27.0,26.8,10.7,8.4,9.1,7.0,39.1,8.0,6.1,28.599999999999994,15.44,14.62,LOW
Richmond,51760041300,3042,77.2,23.9,36.7,22.5,22.1,17.6,9.9,40.9,13.1,12.8,22.799999999999997,19.41,20.21,HIGH
Richmond,51760041400,2195,76.7,23.6,31.8,15.5,13.9,13.3,8.8,38.0,9.1,8.8,23.299999999999997,16.44,16.34,MODERATE
Richmond,51760041600,1421,80.4,21.2,27.5,9.0,7.5,8.5,5.9,33.2,5.6,5.6,19.599999999999994,12.19,11.86,LOW
Richmond,51760050100,3118,78.1,23.8,26.1,7.5,6.0,7.1,6.1,33.1,5.1,4.6,21.900000000000006,12.13,11.42,LOW
Richmond,51760050200,3380,76.5,23.3,19.7,4.6,3.2,5.3,4.4,31.6,3.6,3.3,23.5,10.9,9.94,LOW
Richmond,51760050300,1427,78.3,24.5,24.0,6.0,4.8,5.9,4.7,31.3,4.5,4.2,21.700000000000003,11.06,10.39,LOW
Richmond,51760050400,3084,79.9,21.9,21.7,4.4,3.2,4.8,3.7,29.9,3.5,3.3,20.099999999999994,9.78,9.11,LOW
Richmond,51760050500,5045,74.1,25.0,24.8,7.1,4.3,6.5,5.6,40.1,5.7,3.7,25.900000000000006,13.29,12.36,LOW
Richmond,51760050600,2637,82.7,20.4,22.3,3.5,2.4,3.6,3.1,28.2,2.8,2.5,17.299999999999997,8.48,7.92,LOW
Richmond,51760060200,2237,80.4,21.2,42.6,33.3,34.6,26.3,13.1,41.7,17.3,19.4,19.599999999999994,23.6,25.66,CRITICAL
Richmond,51760060400,5106,80.6,20.8,37.1,24.1,23.2,20.1,10.8,40.2,12.7,13.8,19.400000000000006,19.49,20.54,HIGH
Richmond,51760060501,2116,78.3,22.8,25.5,9.1,7.5,8.8,5.9,33.6,5.9,5.9,21.700000000000003,12.74,12.3,LOW
Richmond,51760060502,3796,79.8,22.1,33.0,16.1,14.4,13.9,8.8,37.2,9.1,9.2,20.200000000000003,15.95,16.11,LOW
Richmond,51760060600,2497,78.9,23.5,25.5,7.7,6.5,7.4,5.4,31.7,5.1,5.1,21.099999999999994,11.77,11.25,LOW
Richmond,51760060700,5187,80.1,23.4,49.6,48.7,53.9,36.8,18.3,44.9,25.0,28.6,19.900000000000006,30.89,34.51,CRITICAL
Richmond,51760060800,3572,77.3,21.1,40.9,33.6,31.0,27.4,20.5,42.2,17.0,17.9,22.700000000000003,26.02,26.54,CRITICAL
Richmond,51760060900,1613,73.6,22.2,45.6,40.0,36.3,30.6,29.3,42.8,19.5,19.2,26.400000000000006,30.89,30.51,CRITICAL
Richmond,51760061001,2813,77.6,22.1,31.2,19.4,17.6,17.1,9.5,40.2,11.0,11.4,22.400000000000006,18.17,18.58,MODERATE
Richmond,51760061002,4063,72.2,24.2,23.2,11.8,8.8,12.0,7.5,41.3,8.0,7.2,27.799999999999997,16.21,15.55,MODERATE
Richmond,51760070100,5711,82.6,21.1,29.6,7.8,6.4,6.9,5.5,31.3,5.0,4.6,17.400000000000006,10.93,10.61,LOW
Richmond,51760070300,3441,80.6,21.1,32.1,13.3,11.3,12.0,8.5,35.4,7.7,7.8,19.400000000000006,14.55,14.42,LOW
Richmond,51760070400,3888,81.5,20.9,26.5,6.6,5.1,6.3,5.2,31.3,4.4,4.1,18.5,10.69,10.19,LOW
Richmond,51760070601,6806,73.2,22.3,49.4,48.2,45.7,36.2,34.6,43.7,23.7,23.8,26.799999999999997,35.33,35.34,CRITICAL
Richmond,51760070602,2371,79.3,20.4,40.7,30.8,28.4,25.1,17.1,41.9,15.6,16.4,20.700000000000003,23.73,24.5,CRITICAL
Richmond,51760070700,5276,78.3,19.5,36.1,25.0,20.8,21.6,16.8,41.2,12.6,12.9,21.700000000000003,21.7,21.58,HIGH
Richmond,51760070802,2890,79.3,19.9,41.0,28.3,25.6,22.3,18.2,40.1,14.0,14.2,20.700000000000003,22.73,22.92,CRITICAL
Richmond,51760070803,4699,79.0,21.4,43.1,36.7,36.5,28.8,19.1,41.3,18.2,20.1,21.0,26.35,27.71,CRITICAL
Richmond,51760070804,3324,79.9,19.6,35.3,22.7,19.3,19.4,13.6,40.3,11.7,12.0,20.099999999999994,19.68,19.89,HIGH
Richmond,51760070901,4583,79.1,19.7,37.0,25.4,21.3,22.0,15.3,42.7,12.7,13.1,20.900000000000006,21.46,21.68,HIGH
Richmond,51760070902,2466,81.8,19.3,45.0,31.4,30.9,24.5,15.7,40.7,15.6,16.9,18.200000000000003,22.92,24.24,CRITICAL
Richmond,51760071002,3414,79.9,20.8,36.7,22.6,20.6,19.0,12.4,40.2,11.9,12.3,20.099999999999994,19.41,19.89,HIGH
Richmond,51760071003,2998,79.8,20.9,35.4,22.5,20.7,19.2,11.3,40.5,12.3,12.8,20.200000000000003,19.25,19.94,HIGH
Richmond,51760071004,2594,82.0,21.4,41.4,27.5,28.3,21.6,12.2,39.6,14.7,15.9,18.0,20.71,22.22,HIGH
Richmond,51760071100,5787,79.0,22.0,29.0,14.2,12.2,13.2,7.8,37.3,8.4,8.6,21.0,15.31,15.34,LOW
Roanoke,51161030100,3557,81.1,25.2,29.6,8.9,7.1,7.6,6.6,31.4,5.3,4.9,18.900000000000006,11.84,11.34,LOW
Roanoke,51161030201,4856,80.4,24.5,28.6,10.8,8.7,9.4,7.4,33.1,6.3,6.0,19.599999999999994,13.07,12.66,LOW
Roanoke,51161030203,3987,80.3,26.1,27.9,9.0,6.4,7.8,6.1,35.1,5.8,4.7,19.700000000000003,12.28,11.82,LOW
Roanoke,51161030205,4253,81.3,25.0,32.1,12.5,11.1,10.1,8.1,32.1,7.1,6.9,18.700000000000003,13.53,13.32,LOW
Roanoke,51161030206,4437,81.6,24.7,37.2,13.7,11.7,10.5,10.0,34.1,7.5,6.8,18.400000000000006,14.43,14.09,LOW
Roanoke,51161030207,2772,79.6,26.1,35.1,18.8,17.5,14.7,10.5,35.2,10.1,10.1,20.400000000000006,17.0,17.16,MODERATE
Roanoke,51161030300,7288,81.8,24.7,32.3,9.6,7.9,8.0,7.1,31.6,5.7,5.3,18.200000000000003,12.09,11.68,LOW
Roanoke,51161030501,1892,75.4,26.4,31.1,14.6,12.7,12.4,10.5,35.1,8.2,8.0,24.599999999999994,16.42,15.76,MODERATE
Roanoke,51161030502,2937,82.1,22.7,23.3,5.7,4.1,5.4,4.5,29.1,3.8,3.4,17.900000000000006,9.8,9.24,LOW
Roanoke,51161030601,5474,80.8,23.6,23.6,6.5,4.7,6.1,5.0,30.0,4.2,3.9,19.200000000000003,10.56,9.95,LOW
Roanoke,51161030602,2443,81.7,23.2,25.6,7.6,5.8,6.4,5.5,29.8,4.7,4.2,18.299999999999997,10.8,10.29,LOW
Roanoke,51161030701,6936,82.4,23.0,25.6,6.8,5.1,6.0,5.2,29.2,4.4,4.0,17.599999999999994,10.29,9.79,LOW
Roanoke,51161030702,5835,80.6,25.1,27.4,9.1,7.1,8.3,6.6,32.4,5.7,5.3,19.400000000000006,12.21,11.74,LOW
Roanoke,51161030802,5124,81.1,24.0,27.5,8.3,6.5,7.1,6.4,30.9,5.1,4.6,18.900000000000006,11.53,10.98,LOW
Roanoke,51161030803,3669,78.0,24.6,23.9,8.9,6.5,8.2,6.6,33.8,5.6,5.0,22.0,12.77,12.08,LOW
Roanoke,51161030804,1876,79.1,26.7,30.4,12.4,11.2,10.2,7.8,32.4,7.2,7.1,20.900000000000006,13.95,13.65,LOW
Roanoke,51161030900,6162,82.1,24.3,29.4,9.3,8.0,7.6,6.2,30.1,5.6,5.3,17.900000000000006,11.56,11.25,LOW
Roanoke,51161031000,3856,80.7,26.5,35.7,14.4,13.3,10.8,9.1,32.8,7.8,7.4,19.299999999999997,14.53,14.36,LOW
Roanoke,51161031101,4557,79.3,26.9,35.5,14.9,13.1,11.6,10.2,35.4,8.2,7.5,20.700000000000003,15.54,15.2,LOW
Roanoke,51161031102,3485,78.8,26.9,30.0,11.2,9.1,9.9,7.9,34.2,6.7,6.3,21.200000000000003,13.81,13.31,LOW
Roanoke,51161031201,5358,81.0,25.2,29.3,9.3,7.7,7.9,6.7,31.4,5.6,5.2,19.0,12.05,11.6,LOW
Roanoke,51161031202,6175,81.9,23.8,26.4,7.5,5.8,6.6,5.6,30.0,4.7,4.3,18.099999999999994,10.82,10.32,LOW
Roanoke,51770000100,3796,81.9,20.8,42.4,31.1,32.9,22.8,12.5,38.0,15.5,17.6,18.099999999999994,21.71,23.56,HIGH
Roanoke,51770000300,4913,75.6,24.5,38.7,26.6,25.1,20.4,17.1,37.3,13.7,14.1,24.400000000000006,22.38,22.34,CRITICAL
Roanoke,51770000400,5350,77.9,23.2,38.1,20.4,18.4,15.1,13.3,35.9,10.6,10.2,22.099999999999994,18.48,18.25,MODERATE
Roanoke,51770000500,4775,75.9,24.7,36.9,22.9,20.8,17.9,14.3,37.9,11.8,11.8,24.099999999999994,20.34,20.19,HIGH
Roanoke,51770000601,5098,76.2,25.5,33.4,17.6,16.4,14.1,10.6,35.7,9.6,9.8,23.799999999999997,17.39,17.2,MODERATE
Roanoke,51770000602,3656,76.3,25.3,34.4,16.6,15.0,12.9,10.9,35.7,9.3,8.7,23.700000000000003,17.0,16.6,MODERATE
Roanoke,51770000900,5759,79.3,23.9,43.5,37.4,39.6,27.8,14.5,41.3,19.2,21.2,20.700000000000003,25.42,27.71,CRITICAL
Roanoke,51770001000,2074,75.3,25.6,40.4,32.9,33.2,24.5,14.8,41.3,17.1,17.7,24.700000000000003,24.56,25.78,CRITICAL
Roanoke,51770001100,2067,71.3,23.6,20.0,8.0,5.7,8.0,6.0,35.2,5.8,5.2,28.700000000000003,13.93,12.82,LOW
Roanoke,51770001200,3556,74.7,27.0,32.5,17.7,17.4,13.9,9.3,35.4,10.4,10.4,25.299999999999997,17.47,17.48,MODERATE
Roanoke,51770001800,3929,76.1,25.5,26.5,10.3,8.8,9.3,6.6,33.3,6.5,6.4,23.900000000000006,13.7,13.14,LOW
Roanoke,51770001900,5049,76.9,24.6,29.1,11.8,10.0,10.1,7.7,33.8,6.9,6.8,23.099999999999994,14.3,13.78,LOW
Roanoke,51770002100,3864,84.1,20.0,31.3,6.2,4.7,5.1,5.4,29.5,4.0,3.4,15.900000000000006,9.75,9.28,LOW
Roanoke,51770002200,2834,79.5,21.9,36.2,17.8,16.0,14.2,10.7,35.9,9.4,9.6,20.5,16.77,16.76,MODERATE
Roanoke,51770002301,3253,78.9,22.8,38.3,27.8,27.5,21.0,12.7,39.0,14.6,15.3,21.099999999999994,21.29,22.38,HIGH
Roanoke,51770002302,3803,79.8,22.4,39.6,25.3,24.5,19.2,12.7,38.1,12.9,13.5,20.200000000000003,20.06,20.8,HIGH
Roanoke,51770002400,3792,82.1,20.4,43.2,35.8,38.1,26.3,13.4,39.5,18.0,20.5,17.900000000000006,23.78,26.19,CRITICAL
Roanoke,51770002501,2632,79.6,22.1,42.6,35.3,35.5,27.1,15.2,42.0,17.7,19.3,20.400000000000006,24.78,26.56,CRITICAL
Roanoke,51770002502,2879,80.8,23.3,47.5,39.5,42.7,28.6,15.9,41.2,20.1,22.3,19.200000000000003,26.15,28.69,CRITICAL
Roanoke,51770002600,2623,74.0,26.7,39.2,26.5,25.8,19.8,14.6,39.2,13.9,13.8,26.0,22.21,22.45,CRITICAL
Roanoke,51770002700,5191,75.5,26.5,37.1,20.4,19.4,15.5,11.7,37.3,10.9,10.7,24.5,18.85,18.8,MODERATE
Roanoke,51770002800,5559,76.1,26.6,34.1,16.0,14.8,12.6,9.8,35.9,8.9,8.5,23.900000000000006,16.61,16.3,MODERATE
Roanoke,51770002900,5511,80.9,21.8,26.5,6.2,4.8,5.5,5.1,29.9,4.2,3.7,19.099999999999994,10.44,9.81,LOW
Roanoke,51770003000,4095,80.7,21.9,30.8,10.1,8.5,8.5,7.0,32.0,6.0,5.7,19.299999999999997,12.54,12.14,LOW
Roanoke,51770003100,3953,77.4,24.2,23.5,7.2,5.7,7.0,5.2,31.8,4.9,4.7,22.599999999999994,11.83,11.14,LOW
Rockbridge,51163930101,3151,78.4,24.3,31.5,10.5,8.5,8.8,7.7,33.2,6.4,5.6,21.599999999999994,13.41,12.79,LOW
Rockbridge,51163930102,4414,80.3,23.8,33.7,10.5,9.1,8.3,7.4,31.1,6.2,5.7,19.700000000000003,12.71,12.25,LOW
Rockbridge,51163930200,4875,79.5,24.6,36.8,12.7,11.5,9.1,8.2,32.7,7.4,6.3,20.5,13.9,13.55,LOW
Rockbridge,51163930301,2753,80.5,23.2,32.5,8.9,7.1,7.4,7.1,31.3,5.4,4.7,19.5,12.05,11.42,LOW
Rockbridge,51163930302,3762,82.8,22.0,33.3,7.9,6.9,6.4,6.0,28.7,5.1,4.6,17.200000000000003,10.75,10.35,LOW
Rockbridge,51163930400,3695,79.0,24.8,36.7,13.6,11.9,10.4,9.1,33.8,7.6,6.8,21.0,14.69,14.28,LOW
Rockingham,51165010100,3250,79.1,25.0,36.5,12.2,10.3,9.6,9.2,34.3,7.0,6.2,20.900000000000006,14.28,13.71,LOW
Rockingham,51165010200,3611,78.6,25.3,37.7,13.9,12.2,10.7,9.9,35.0,7.8,7.0,21.400000000000006,15.21,14.74,LOW
Rockingham,51165010301,1908,79.4,24.1,34.7,11.4,9.1,9.4,9.1,34.0,6.5,5.9,20.599999999999994,13.9,13.25,LOW
Rockingham,51165010302,2900,80.4,22.8,29.3,8.4,6.5,7.3,6.6,31.5,5.2,4.8,19.599999999999994,11.84,11.24,LOW
Rockingham,51165010400,2464,78.8,24.2,35.3,12.2,10.1,9.6,9.7,34.1,6.8,6.1,21.200000000000003,14.41,13.72,LOW
Rockingham,51165010500,3060,76.3,25.3,41.8,24.0,22.5,17.3,18.0,36.1,12.1,11.5,23.700000000000003,21.19,20.65,HIGH
Rockingham,51165010600,3862,78.8,23.6,32.2,10.5,8.4,8.6,8.9,32.9,6.1,5.4,21.200000000000003,13.54,12.75,LOW
Rockingham,51165010700,3682,79.4,24.5,33.9,10.8,9.0,8.6,8.3,33.1,6.2,5.6,20.599999999999994,13.38,12.78,LOW
Rockingham,51165010801,3663,78.0,25.9,38.9,17.2,15.9,12.5,11.9,35.2,9.2,8.4,22.0,16.93,16.54,MODERATE
Rockingham,51165010802,3238,77.7,25.8,39.0,16.2,14.4,12.1,12.0,35.7,8.8,7.9,22.299999999999997,16.73,16.18,MODERATE
Rockingham,51165010900,2584,78.5,24.6,35.6,12.6,10.4,9.8,10.0,34.4,7.1,6.2,21.5,14.7,14.0,LOW
Rockingham,51165011000,2948,78.4,25.9,41.9,17.4,16.5,12.0,11.5,35.3,9.2,8.2,21.599999999999994,16.75,16.46,MODERATE
Rockingham,51165011100,3180,78.4,25.4,38.3,14.7,13.4,10.7,10.4,34.7,8.0,7.1,21.599999999999994,15.54,15.08,LOW
Rockingham,51165011200,4772,77.0,25.4,36.5,13.1,10.5,10.2,10.6,36.4,7.3,6.1,23.0,15.49,14.65,LOW
Rockingham,51165011400,6094,78.9,22.7,31.6,10.9,8.2,9.1,10.2,33.1,6.3,5.4,21.099999999999994,13.99,13.04,LOW
Rockingham,51165011500,6856,78.1,24.0,31.2,9.1,6.4,7.5,7.4,36.2,6.3,4.5,21.900000000000006,13.16,12.41,LOW
Rockingham,51165011600,2137,79.9,22.7,31.2,8.1,6.1,6.9,7.2,32.1,5.0,4.3,20.099999999999994,11.99,11.22,LOW
Rockingham,51165011700,5337,76.9,25.6,35.8,16.2,13.9,12.3,11.6,36.2,9.4,8.2,23.099999999999994,16.9,16.36,MODERATE
Rockingham,51165011801,3261,79.9,22.8,29.6,8.2,6.3,7.0,7.2,31.6,5.1,4.4,20.099999999999994,11.99,11.24,LOW
Rockingham,51165011802,6384,81.8,20.9,28.5,6.5,4.8,5.7,5.7,30.1,4.2,3.7,18.200000000000003,10.5,9.86,LOW
Rockingham,51165011900,3291,79.5,23.7,31.2,10.2,8.4,8.5,7.8,32.3,6.1,5.6,20.5,13.02,12.42,LOW
Rockingham,51165012000,5275,78.2,24.9,32.8,11.1,8.9,9.4,8.6,34.3,6.6,6.0,21.799999999999997,14.01,13.34,LOW
Russell,51167030100,4119,78.8,27.1,44.2,18.9,18.1,12.5,11.4,34.9,9.7,8.7,21.200000000000003,17.03,16.92,MODERATE
Russell,51167030201,2091,78.5,28.6,50.6,27.1,29.8,16.3,14.0,35.4,13.5,12.7,21.5,20.57,21.29,HIGH
Russell,51167030202,2722,79.4,26.0,37.6,13.2,11.7,9.9,8.4,33.2,7.4,6.8,20.599999999999994,14.23,13.9,LOW
Russell,51167030300,3518,79.4,26.8,42.7,17.5,17.0,11.9,10.1,33.9,9.2,8.5,20.599999999999994,16.1,16.09,MODERATE
Russell,51167030402,2904,78.6,25.7,36.6,12.3,10.1,9.4,8.8,34.0,6.9,6.1,21.400000000000006,14.22,13.62,LOW
Russell,51167030403,3111,79.0,25.8,36.8,13.1,11.6,9.8,8.5,33.4,7.3,6.7,21.0,14.3,13.92,LOW
Russell,51167030404,2213,79.8,25.5,37.4,13.0,12.0,9.5,8.0,32.1,7.2,6.8,20.200000000000003,13.86,13.6,LOW
Russell,51167030500,1858,78.8,27.8,44.5,20.4,20.9,13.5,11.0,34.3,10.4,10.1,21.200000000000003,17.48,17.72,MODERATE
Russell,51167030600,3245,79.5,26.3,39.6,14.9,13.9,10.7,9.1,33.3,8.1,7.6,20.5,14.95,14.76,LOW
Salem,51775010100,5928,78.4,25.7,32.9,13.7,11.9,11.2,8.2,33.9,8.0,7.7,21.599999999999994,14.78,14.52,LOW
Salem,51775010200,6937,78.6,25.0,30.2,8.5,6.0,7.0,6.1,34.5,5.8,4.4,21.400000000000006,12.35,11.71,LOW
Salem,51775010300,4378,79.1,24.7,37.3,16.6,14.6,12.5,10.6,34.5,8.9,8.4,20.900000000000006,16.13,15.88,MODERATE
Salem,51775010501,3357,81.7,23.1,33.1,9.9,8.2,7.7,6.5,31.1,6.0,5.3,18.299999999999997,11.96,11.62,LOW
Salem,51775010502,4746,79.6,24.6,31.0,10.0,8.1,8.3,6.8,32.0,6.0,5.5,20.400000000000006,12.64,12.14,LOW
Scott,51169030100,3327,80.8,26.6,35.7,11.6,10.8,9.1,7.4,31.4,7.0,6.5,19.200000000000003,13.09,12.88,LOW
Scott,51169030200,3933,77.7,27.8,41.5,17.9,17.2,12.8,11.9,34.5,9.6,8.7,22.299999999999997,17.17,16.86,MODERATE
Scott,51169030300,3336,80.0,28.4,46.4,22.0,23.7,14.2,12.5,33.4,11.4,10.7,20.0,18.1,18.49,MODERATE
Scott,51169030400,3564,80.5,26.5,39.4,14.0,13.1,10.1,9.3,32.4,7.8,7.0,19.5,14.41,14.15,LOW
Scott,51169030500,3649,80.9,25.7,36.2,11.3,10.0,8.7,7.9,31.7,6.5,5.9,19.099999999999994,13.02,12.64,LOW
Scott,51169030600,3767,81.1,27.5,43.9,17.5,18.3,11.8,10.1,32.4,9.5,8.9,18.900000000000006,15.71,15.93,LOW
Shenandoah,51171040101,3365,79.0,23.8,33.5,11.8,9.8,9.9,8.5,32.7,6.9,6.3,21.0,13.91,13.36,LOW
Shenandoah,51171040102,6395,77.9,25.5,35.7,15.0,13.7,12.0,10.0,33.5,8.6,8.0,22.099999999999994,15.73,15.36,LOW
Shenandoah,51171040201,2701,81.2,22.9,34.6,10.4,8.9,8.2,7.8,30.5,6.1,5.4,18.799999999999997,12.51,12.01,LOW
Shenandoah,51171040202,3303,80.3,23.8,35.0,11.8,10.4,9.3,8.2,31.2,6.8,6.2,19.700000000000003,13.37,12.95,LOW
Shenandoah,51171040300,3958,79.6,23.9,36.4,13.0,11.3,10.0,9.5,32.3,7.3,6.4,20.400000000000006,14.3,13.78,LOW
Shenandoah,51171040400,2571,81.2,21.8,30.2,7.6,5.7,6.6,6.4,29.9,4.9,4.1,18.799999999999997,11.16,10.5,LOW
Shenandoah,51171040501,6952,79.7,23.9,39.9,18.2,17.1,13.3,13.0,32.9,9.7,9.0,20.299999999999997,17.01,16.69,MODERATE
Shenandoah,51171040502,2159,79.4,23.5,35.8,12.8,10.8,10.0,10.3,32.2,7.2,6.3,20.599999999999994,14.47,13.78,LOW
Shenandoah,51171040600,3762,79.6,24.1,35.8,13.3,11.7,10.4,9.5,32.0,7.5,6.8,20.400000000000006,14.42,13.95,LOW
Shenandoah,51171040700,4204,78.9,24.5,40.2,18.4,17.2,13.4,12.7,33.3,9.6,8.9,21.099999999999994,17.17,16.82,MODERATE
Shenandoah,51171040800,4816,80.5,23.2,37.2,13.5,11.6,10.3,10.3,31.9,7.5,6.7,19.5,14.44,13.91,LOW
Smyth,51173030100,3060,78.9,26.3,36.8,14.4,13.1,10.8,9.5,34.1,8.0,7.3,21.099999999999994,15.12,14.79,LOW
Smyth,51173030200,4136,79.5,26.0,39.0,16.0,15.4,11.0,10.0,33.7,8.6,7.7,20.5,15.53,15.36,LOW
Smyth,51173030301,3082,79.8,26.7,37.6,15.4,15.2,11.1,8.9,33.0,8.6,8.2,20.200000000000003,15.07,15.08,LOW
Smyth,51173030302,3770,80.3,25.3,35.9,12.7,11.3,9.5,8.7,33.1,7.2,6.4,19.700000000000003,13.93,13.58,LOW
Smyth,51173030400,1871,80.4,26.5,40.3,16.7,16.7,11.4,9.8,33.0,8.9,8.4,19.599999999999994,15.51,15.56,LOW
Smyth,51173030500,2423,78.5,25.5,38.9,17.8,17.2,12.7,10.8,34.0,9.6,9.2,21.5,16.68,16.6,MODERATE
Smyth,51173030600,2895,78.4,28.5,43.2,23.1,24.9,15.4,12.4,35.0,12.0,11.6,21.599999999999994,19.02,19.5,HIGH
Smyth,51173030701,4527,79.6,25.6,36.4,13.7,12.5,10.3,9.2,33.3,7.7,7.0,20.400000000000006,14.59,14.26,LOW
Smyth,51173030702,4036,79.3,26.7,38.5,15.9,15.4,11.4,9.8,33.7,8.7,8.1,20.700000000000003,15.58,15.46,LOW
Southampton,51175200100,4162,80.3,23.4,34.5,13.6,11.5,11.0,8.4,33.5,7.5,7.1,19.700000000000003,14.28,14.04,LOW
Southampton,51175200200,2737,81.9,22.4,36.8,17.4,15.6,13.9,9.0,34.5,9.3,9.4,18.099999999999994,15.59,15.9,LOW
Southampton,51175200300,1319,80.1,15.0,38.1,22.1,18.4,18.1,12.4,32.8,10.9,12.7,19.900000000000006,18.27,18.41,MODERATE
Southampton,51175200401,3599,82.1,21.7,33.1,13.3,11.5,11.5,7.1,32.9,7.5,7.8,17.900000000000006,13.58,13.69,LOW
Southampton,51175200402,2815,81.2,22.4,35.2,15.2,13.1,12.4,8.8,34.4,8.2,8.1,18.799999999999997,14.88,14.87,LOW
Southampton,51175200500,3364,82.2,21.6,34.4,15.1,13.1,12.8,7.9,33.8,8.3,8.6,17.799999999999997,14.46,14.67,LOW
Spotsylvania,51177020104,4945,78.5,22.8,26.5,9.4,6.5,8.6,7.0,32.6,5.7,5.3,21.5,12.8,12.08,LOW
Spotsylvania,51177020105,2434,78.8,23.5,25.7,7.6,5.3,7.1,6.0,30.8,4.9,4.5,21.200000000000003,11.69,10.92,LOW
Spotsylvania,51177020106,8064,80.3,22.2,30.6,10.8,8.1,8.9,8.5,31.6,6.2,5.6,19.700000000000003,13.09,12.42,LOW
Spotsylvania,51177020107,2340,78.3,22.4,25.1,10.5,7.9,9.8,7.0,32.0,6.3,6.4,21.700000000000003,13.26,12.7,LOW
Spotsylvania,51177020108,4225,78.7,23.4,36.0,19.3,16.6,14.7,12.8,35.0,10.1,9.7,21.299999999999997,17.74,17.44,MODERATE
Spotsylvania,51177020109,3656,80.2,21.3,32.5,11.5,8.3,9.8,10.3,32.9,6.5,5.8,19.799999999999997,13.95,13.11,LOW
Spotsylvania,51177020110,3881,76.4,23.3,30.9,15.7,11.8,13.3,12.2,35.4,8.4,7.9,23.599999999999994,16.92,16.04,MODERATE
Spotsylvania,51177020111,2454,76.2,24.3,29.6,15.5,12.1,13.4,10.2,35.5,8.6,8.3,23.799999999999997,16.5,15.92,MODERATE
Spotsylvania,51177020112,2749,77.0,23.5,29.2,14.0,10.9,12.1,9.8,34.1,7.8,7.7,23.0,15.57,14.92,LOW
Spotsylvania,51177020113,4512,78.6,23.9,28.8,12.1,9.6,10.5,8.0,32.6,7.0,6.9,21.400000000000006,14.0,13.51,LOW
Spotsylvania,51177020114,5913,77.4,23.1,28.0,13.8,10.6,12.4,9.4,34.7,7.7,7.7,22.599999999999994,15.43,14.86,LOW
Spotsylvania,51177020201,7310,76.5,23.8,28.3,14.4,11.2,12.9,9.7,35.0,8.1,8.1,23.5,15.95,15.36,LOW
Spotsylvania,51177020202,5418,77.9,23.2,30.9,14.7,11.7,12.5,10.3,34.2,8.1,7.9,22.099999999999994,15.75,15.19,LOW
Spotsylvania,51177020203,5067,77.9,22.2,25.4,11.9,8.8,11.0,8.0,33.6,6.9,6.9,22.099999999999994,14.22,13.65,LOW
Spotsylvania,51177020204,4572,78.7,22.5,29.2,12.4,9.4,10.6,9.0,33.1,6.9,6.6,21.299999999999997,14.3,13.66,LOW
Spotsylvania,51177020206,4570,77.2,23.5,26.4,11.2,8.4,10.4,7.6,33.9,6.7,6.5,22.799999999999997,14.06,13.44,LOW
Spotsylvania,51177020207,1575,75.3,24.6,28.8,16.3,13.1,14.3,10.2,35.8,9.1,9.2,24.700000000000003,17.07,16.59,MODERATE
Spotsylvania,51177020304,4351,78.9,22.5,29.2,11.1,8.1,9.8,9.0,33.1,6.3,5.9,21.099999999999994,13.82,13.05,LOW
