CountyName,LocationID,TotalPopulation,Short_Question_Text,Data_Value,Measure_Name
Harrisonburg,51660000401,3118,Transportation Barriers,8.5,Transport_Barriers
Richmond,51760010900,2739,Transportation Barriers,12.3,Transport_Barriers
Hopewell,51670820400,6155,Transportation Barriers,11.3,Transport_Barriers
Suffolk,51800075405,2273,Transportation Barriers,5.9,Transport_Barriers
Newport News,51700032134,2638,Transportation Barriers,8.7,Transport_Barriers
Portsmouth,51740210900,4073,Transportation Barriers,10.6,Transport_Barriers
Richmond,51760050300,1427,Transportation Barriers,4.5,Transport_Barriers
Norfolk,51710001300,2337,Transportation Barriers,13.7,Transport_Barriers
Portsmouth,51740213200,2206,Transportation Barriers,12.9,Transport_Barriers
Roanoke,51770002800,5559,Transportation Barriers,8.9,Transport_Barriers
Virginia Beach,51810040000,2548,Transportation Barriers,10.3,Transport_Barriers
Petersburg,51730810700,1961,Transportation Barriers,22.3,Transport_Barriers
Newport News,51700031901,3793,Transportation Barriers,6.2,Transport_Barriers
Richmond,51760070100,5711,Transportation Barriers,5.0,Transport_Barriers
Salem,51775010502,4746,Transportation Barriers,6.0,Transport_Barriers
Suffolk,51800075404,1160,Transportation Barriers,5.5,Transport_Barriers
Richmond,51760020501,3131,Transportation Barriers,7.2,Transport_Barriers
Richmond,51760040202,3356,Transportation Barriers,9.1,Transport_Barriers
Harrisonburg,51660000205,6558,Transportation Barriers,11.3,Transport_Barriers
Richmond,51760040201,3093,Transportation Barriers,19.3,Transport_Barriers
Norfolk,51710000400,3333,Transportation Barriers,8.5,Transport_Barriers
Martinsville,51690000500,3063,Transportation Barriers,5.8,Transport_Barriers
Roanoke,51770000100,3796,Transportation Barriers,15.5,Transport_Barriers
Portsmouth,51740980100,624,Transportation Barriers,15.4,Transport_Barriers
Virginia Beach,51810041400,5386,Transportation Barriers,4.2,Transport_Barriers
Roanoke,51770001000,2074,Transportation Barriers,17.1,Transport_Barriers
Newport News,51700030500,1931,Transportation Barriers,19.3,Transport_Barriers
Norfolk,51710000800,2146,Transportation Barriers,10.5,Transport_Barriers
Norfolk,51710006502,3458,Transportation Barriers,5.5,Transport_Barriers
Newport News,51700030600,2335,Transportation Barriers,25.4,Transport_Barriers
Virginia Beach,51810044806,3313,Transportation Barriers,13.1,Transport_Barriers
Suffolk,51800075701,1667,Transportation Barriers,9.2,Transport_Barriers
Salem,51775010501,3357,Transportation Barriers,6.0,Transport_Barriers
Lynchburg,51680000205,3372,Transportation Barriers,10.1,Transport_Barriers
Virginia Beach,51810040802,4966,Transportation Barriers,8.4,Transport_Barriers
Norfolk,51710005901,4963,Transportation Barriers,15.9,Transport_Barriers
Manassas,51683910100,4656,Transportation Barriers,7.3,Transport_Barriers
Richmond,51760020200,3497,Transportation Barriers,33.3,Transport_Barriers
Suffolk,51800065200,2265,Transportation Barriers,8.2,Transport_Barriers
Norfolk,51710004400,1542,Transportation Barriers,18.7,Transport_Barriers
Norfolk,51710007001,2265,Transportation Barriers,19.8,Transport_Barriers
Suffolk,51800075803,1502,Transportation Barriers,9.2,Transport_Barriers
Portsmouth,51740212900,5246,Transportation Barriers,6.7,Transport_Barriers
Norfolk,51710002500,4561,Transportation Barriers,20.0,Transport_Barriers
Norfolk,51710004001,1223,Transportation Barriers,3.8,Transport_Barriers
Newport News,51700032225,4376,Transportation Barriers,16.8,Transport_Barriers
Norfolk,51710004700,2984,Transportation Barriers,15.8,Transport_Barriers
Suffolk,51800075205,3267,Transportation Barriers,10.4,Transport_Barriers
Virginia Beach,51810044401,3752,Transportation Barriers,4.0,Transport_Barriers
Suffolk,51800075207,1902,Transportation Barriers,6.6,Transport_Barriers
Richmond,51760050200,3380,Transportation Barriers,3.6,Transport_Barriers
Portsmouth,51740210600,1555,Transportation Barriers,8.1,Transport_Barriers
Newport News,51700032211,6041,Transportation Barriers,8.1,Transport_Barriers
Martinsville,51690000100,3340,Transportation Barriers,14.1,Transport_Barriers
Richmond,51760061002,4063,Transportation Barriers,8.0,Transport_Barriers
Norfolk,51710003600,2172,Transportation Barriers,5.6,Transport_Barriers
Newport News,51700031200,2287,Transportation Barriers,11.2,Transport_Barriers
Virginia Beach,51810044005,2251,Transportation Barriers,8.1,Transport_Barriers
Norfolk,51710000500,3190,Transportation Barriers,7.3,Transport_Barriers
Suffolk,51800075208,2815,Transportation Barriers,5.2,Transport_Barriers
Lynchburg,51680001603,2518,Transportation Barriers,8.9,Transport_Barriers
Richmond,51760070802,2890,Transportation Barriers,14.0,Transport_Barriers
Roanoke,51770001200,3556,Transportation Barriers,10.4,Transport_Barriers
Newport News,51700032007,3419,Transportation Barriers,7.4,Transport_Barriers
Norfolk,51710005701,4212,Transportation Barriers,19.3,Transport_Barriers
Virginia Beach,51810043006,2654,Transportation Barriers,4.0,Transport_Barriers
Newport News,51700032130,5499,Transportation Barriers,6.1,Transport_Barriers
Staunton,51790000500,3239,Transportation Barriers,6.5,Transport_Barriers
Norfolk,51710005000,3164,Transportation Barriers,21.2,Transport_Barriers
Suffolk,51800075203,4283,Transportation Barriers,6.7,Transport_Barriers
Portsmouth,51740212300,4895,Transportation Barriers,15.5,Transport_Barriers
Roanoke,51770002302,3803,Transportation Barriers,12.9,Transport_Barriers
Richmond,51760070400,3888,Transportation Barriers,4.4,Transport_Barriers
Portsmouth,51740211400,1860,Transportation Barriers,19.4,Transport_Barriers
Virginia Beach,51810040801,4068,Transportation Barriers,10.2,Transport_Barriers
Lynchburg,51680001601,2875,Transportation Barriers,12.7,Transport_Barriers
Norfolk,51710004500,1377,Transportation Barriers,14.1,Transport_Barriers
Lynchburg,51680000600,2758,Transportation Barriers,17.0,Transport_Barriers
Portsmouth,51740212802,2815,Transportation Barriers,8.3,Transport_Barriers
Petersburg,51730810400,1688,Transportation Barriers,17.4,Transport_Barriers
Virginia Beach,51810041600,3485,Transportation Barriers,5.3,Transport_Barriers
Richmond,51760041100,4303,Transportation Barriers,8.8,Transport_Barriers
Harrisonburg,51660000207,6088,Transportation Barriers,23.5,Transport_Barriers
Roanoke,51770002900,5511,Transportation Barriers,4.2,Transport_Barriers
Richmond,51760060700,5187,Transportation Barriers,25.0,Transport_Barriers
Roanoke,51770000300,4913,Transportation Barriers,13.7,Transport_Barriers
Roanoke,51770002502,2879,Transportation Barriers,20.1,Transport_Barriers
Richmond,51760010201,1754,Transportation Barriers,4.2,Transport_Barriers
Poquoson,51735340300,3285,Transportation Barriers,6.4,Transport_Barriers
Virginia Beach,51810044807,5609,Transportation Barriers,8.8,Transport_Barriers
Virginia Beach,51810044202,4041,Transportation Barriers,12.5,Transport_Barriers
Suffolk,51800065301,1458,Transportation Barriers,9.2,Transport_Barriers
Norfolk,51710000202,3807,Transportation Barriers,9.8,Transport_Barriers
Portsmouth,51740210500,1717,Transportation Barriers,22.5,Transport_Barriers
Lynchburg,51680000204,3533,Transportation Barriers,12.4,Transport_Barriers
Newport News,51700031800,3902,Transportation Barriers,3.9,Transport_Barriers
Norfolk,51710006200,3241,Transportation Barriers,9.5,Transport_Barriers
Virginia Beach,51810042400,4902,Transportation Barriers,6.9,Transport_Barriers
Staunton,51790000300,5340,Transportation Barriers,7.3,Transport_Barriers
Virginia Beach,51810043600,1798,Transportation Barriers,3.4,Transport_Barriers
Manassas,51683910201,5239,Transportation Barriers,7.3,Transport_Barriers
Lynchburg,51680000201,6588,Transportation Barriers,4.2,Transport_Barriers
Lynchburg,51680001700,5533,Transportation Barriers,7.3,Transport_Barriers
Virginia Beach,51810040406,4910,Transportation Barriers,10.8,Transport_Barriers
Richmond,51760071003,2998,Transportation Barriers,12.3,Transport_Barriers
Norfolk,51710005702,2624,Transportation Barriers,11.0,Transport_Barriers
Norfolk,51710003000,1880,Transportation Barriers,6.7,Transport_Barriers
Richmond,51760070902,2466,Transportation Barriers,15.6,Transport_Barriers
Hopewell,51670820700,2430,Transportation Barriers,22.4,Transport_Barriers
Newport News,51700030300,5874,Transportation Barriers,17.0,Transport_Barriers
Richmond,51760010402,3513,Transportation Barriers,6.2,Transport_Barriers
Virginia Beach,51810041004,3964,Transportation Barriers,8.9,Transport_Barriers
Virginia Beach,51810045000,1362,Transportation Barriers,8.4,Transport_Barriers
Suffolk,51800065302,1713,Transportation Barriers,23.0,Transport_Barriers
Roanoke,51770002501,2632,Transportation Barriers,17.7,Transport_Barriers
Norfolk,51710006602,2428,Transportation Barriers,7.7,Transport_Barriers
Norfolk,51710004100,1848,Transportation Barriers,31.4,Transport_Barriers
Roanoke,51770000500,4775,Transportation Barriers,11.8,Transport_Barriers
Suffolk,51800075202,1562,Transportation Barriers,6.8,Transport_Barriers
Norfolk,51710003700,2148,Transportation Barriers,6.5,Transport_Barriers
Radford,51750010102,5376,Transportation Barriers,16.0,Transport_Barriers
Suffolk,51800075703,1521,Transportation Barriers,7.3,Transport_Barriers
Lynchburg,51680000901,3493,Transportation Barriers,8.6,Transport_Barriers
Richmond,51760011100,3550,Transportation Barriers,16.4,Transport_Barriers
Norfolk,51710005100,3897,Transportation Barriers,22.2,Transport_Barriers
Lexington,51678930501,4610,Transportation Barriers,5.8,Transport_Barriers
Suffolk,51800075801,3128,Transportation Barriers,6.5,Transport_Barriers
Virginia Beach,51810044600,5918,Transportation Barriers,4.0,Transport_Barriers
Suffolk,51800075302,2455,Transportation Barriers,7.1,Transport_Barriers
Newport News,51700032001,3054,Transportation Barriers,4.7,Transport_Barriers
Virginia Beach,51810044008,1835,Transportation Barriers,3.3,Transport_Barriers
Norfolk,51710001400,2546,Transportation Barriers,11.5,Transport_Barriers
Norfolk,51710004900,5469,Transportation Barriers,6.8,Transport_Barriers
Lynchburg,51680000400,3012,Transportation Barriers,12.7,Transport_Barriers
Norfolk,51710000201,2824,Transportation Barriers,11.8,Transport_Barriers
Virginia Beach,51810043004,4007,Transportation Barriers,4.0,Transport_Barriers
Salem,51775010200,6937,Transportation Barriers,5.8,Transport_Barriers
Harrisonburg,51660000203,1806,Transportation Barriers,8.6,Transport_Barriers
Richmond,51760020600,1814,Transportation Barriers,5.3,Transport_Barriers
Richmond,51760011000,2169,Transportation Barriers,15.0,Transport_Barriers
Portsmouth,51740211500,1953,Transportation Barriers,16.3,Transport_Barriers
Richmond,51760070601,6806,Transportation Barriers,23.7,Transport_Barriers
Lynchburg,51680001400,7403,Transportation Barriers,10.1,Transport_Barriers
Richmond,51760020300,1783,Transportation Barriers,14.1,Transport_Barriers
Richmond,51760050500,5045,Transportation Barriers,5.7,Transport_Barriers
Richmond,51760030200,2460,Transportation Barriers,10.0,Transport_Barriers
Newport News,51700032131,4667,Transportation Barriers,7.5,Transport_Barriers
Newport News,51700031702,5361,Transportation Barriers,9.5,Transport_Barriers
Newport News,51700032126,4095,Transportation Barriers,17.7,Transport_Barriers
Newport News,51700031500,5984,Transportation Barriers,6.5,Transport_Barriers
Virginia Beach,51810045200,3299,Transportation Barriers,12.3,Transport_Barriers
Petersburg,51730811100,3274,Transportation Barriers,9.7,Transport_Barriers
Suffolk,51800075106,4866,Transportation Barriers,8.4,Transport_Barriers
Portsmouth,51740213002,4303,Transportation Barriers,5.3,Transport_Barriers
Virginia Beach,51810044004,2440,Transportation Barriers,7.4,Transport_Barriers
Richmond,51760050600,2637,Transportation Barriers,2.8,Transport_Barriers
Norfolk,51710001600,1746,Transportation Barriers,13.9,Transport_Barriers
Martinsville,51690000300,2506,Transportation Barriers,17.8,Transport_Barriers
Portsmouth,51740212600,1747,Transportation Barriers,9.7,Transport_Barriers
Virginia Beach,51810042000,3626,Transportation Barriers,3.7,Transport_Barriers
Portsmouth,51740211800,3483,Transportation Barriers,26.3,Transport_Barriers
Lynchburg,51680000203,1519,Transportation Barriers,12.3,Transport_Barriers
Virginia Beach,51810043002,4439,Transportation Barriers,3.8,Transport_Barriers
Richmond,51760041300,3042,Transportation Barriers,13.1,Transport_Barriers
Virginia Beach,51810043005,2167,Transportation Barriers,2.9,Transport_Barriers
Norfolk,51710002900,3581,Transportation Barriers,14.8,Transport_Barriers
Newport News,51700032128,4814,Transportation Barriers,12.0,Transport_Barriers
Richmond,51760010700,2454,Transportation Barriers,10.3,Transport_Barriers
Roanoke,51770002200,2834,Transportation Barriers,9.4,Transport_Barriers
Portsmouth,51740212400,3925,Transportation Barriers,17.6,Transport_Barriers
Staunton,51790000200,4096,Transportation Barriers,9.9,Transport_Barriers
Virginia Beach,51810044805,3252,Transportation Barriers,9.0,Transport_Barriers
Richmond,51760060900,1613,Transportation Barriers,19.5,Transport_Barriers
Norfolk,51710000901,6124,Transportation Barriers,13.8,Transport_Barriers
Richmond,51760010401,2889,Transportation Barriers,6.6,Transport_Barriers
Richmond,51760010500,1465,Transportation Barriers,9.3,Transport_Barriers
Lynchburg,51680000500,829,Transportation Barriers,8.2,Transport_Barriers
Newport News,51700031602,4362,Transportation Barriers,8.1,Transport_Barriers
Newport News,51700031701,4131,Transportation Barriers,12.5,Transport_Barriers
Petersburg,51730810900,3342,Transportation Barriers,11.8,Transport_Barriers
Virginia Beach,51810044402,5956,Transportation Barriers,4.6,Transport_Barriers
Newport News,51700032114,1668,Transportation Barriers,7.3,Transport_Barriers
Newport News,51700032006,4226,Transportation Barriers,16.5,Transport_Barriers
Norfolk,51710006606,4195,Transportation Barriers,9.8,Transport_Barriers
Staunton,51790000402,3642,Transportation Barriers,5.6,Transport_Barriers
Radford,51750010101,3762,Transportation Barriers,17.3,Transport_Barriers
Richmond,51760020100,1663,Transportation Barriers,34.1,Transport_Barriers
Martinsville,51690000200,1983,Transportation Barriers,22.4,Transport_Barriers
Staunton,51790000100,1145,Transportation Barriers,8.5,Transport_Barriers
Richmond,51760041200,1276,Transportation Barriers,8.0,Transport_Barriers
Richmond,51760020700,1614,Transportation Barriers,11.6,Transport_Barriers
Norfolk,51710005902,4068,Transportation Barriers,11.6,Transport_Barriers
Richmond,51760040500,3298,Transportation Barriers,4.8,Transport_Barriers
Virginia Beach,51810040600,7591,Transportation Barriers,13.6,Transport_Barriers
Lexington,51678980000,2710,Transportation Barriers,10.7,Transport_Barriers
Petersburg,51730810300,2712,Transportation Barriers,14.2,Transport_Barriers
Newport News,51700032226,4461,Transportation Barriers,14.2,Transport_Barriers
Lynchburg,51680001602,3340,Transportation Barriers,9.8,Transport_Barriers
Harrisonburg,51660000402,6171,Transportation Barriers,11.3,Transport_Barriers
Virginia Beach,51810044808,4106,Transportation Barriers,9.3,Transport_Barriers
Richmond,51760071100,5787,Transportation Barriers,8.4,Transport_Barriers
Norfolk,51710002400,3515,Transportation Barriers,4.1,Transport_Barriers
Norfolk,51710003300,2593,Transportation Barriers,14.4,Transport_Barriers
Newport News,51700031300,4311,Transportation Barriers,13.4,Transport_Barriers
Newport News,51700032123,5477,Transportation Barriers,11.9,Transport_Barriers
Suffolk,51800075407,1510,Transportation Barriers,6.1,Transport_Barriers
Harrisonburg,51660000102,5344,Transportation Barriers,9.7,Transport_Barriers
Portsmouth,51740212500,2150,Transportation Barriers,10.5,Transport_Barriers
Hopewell,51670820600,5399,Transportation Barriers,15.0,Transport_Barriers
Norfolk,51710003400,2101,Transportation Barriers,15.3,Transport_Barriers
Newport News,51700031400,5925,Transportation Barriers,9.0,Transport_Barriers
Suffolk,51800075206,2635,Transportation Barriers,8.5,Transport_Barriers
Suffolk,51800065401,2387,Transportation Barriers,17.4,Transport_Barriers
Richmond,51760061001,2813,Transportation Barriers,11.0,Transport_Barriers
Richmond,51760060600,2497,Transportation Barriers,5.1,Transport_Barriers
Norfolk,51710003800,2766,Transportation Barriers,4.6,Transport_Barriers
Virginia Beach,51810044201,2983,Transportation Barriers,5.7,Transport_Barriers
Norfolk,51710002700,2744,Transportation Barriers,15.6,Transport_Barriers
Suffolk,51800075601,3128,Transportation Barriers,14.0,Transport_Barriers
Norfolk,51710006901,3571,Transportation Barriers,11.6,Transport_Barriers
Radford,51750010202,2904,Transportation Barriers,8.9,Transport_Barriers
Norfolk,51710004200,1171,Transportation Barriers,31.2,Transport_Barriers
Richmond,51760020400,4449,Transportation Barriers,28.1,Transport_Barriers
Harrisonburg,51660000206,4507,Transportation Barriers,12.8,Transport_Barriers
Virginia Beach,51810042600,2468,Transportation Barriers,6.6,Transport_Barriers
Manassas Park,51685920202,7210,Transportation Barriers,8.1,Transport_Barriers
Lynchburg,51680000902,2823,Transportation Barriers,9.5,Transport_Barriers
Petersburg,51730810100,2501,Transportation Barriers,29.1,Transport_Barriers
Newport News,51700031603,4099,Transportation Barriers,8.0,Transport_Barriers
Virginia Beach,51810043200,1187,Transportation Barriers,11.5,Transport_Barriers
Portsmouth,51740212100,1285,Transportation Barriers,25.2,Transport_Barriers
Virginia Beach,51810043400,2128,Transportation Barriers,2.8,Transport_Barriers
Roanoke,51770002301,3253,Transportation Barriers,14.6,Transport_Barriers
Newport News,51700032117,4325,Transportation Barriers,9.2,Transport_Barriers
Suffolk,51800065500,2830,Transportation Barriers,21.9,Transport_Barriers
Norfolk,51710006000,3485,Transportation Barriers,9.1,Transport_Barriers
Norfolk,51710002300,2249,Transportation Barriers,4.5,Transport_Barriers
Virginia Beach,51810044006,3391,Transportation Barriers,9.0,Transport_Barriers
Lynchburg,51680001000,3045,Transportation Barriers,7.5,Transport_Barriers
Richmond,51760060502,3796,Transportation Barriers,9.1,Transport_Barriers
Virginia Beach,51810041801,5184,Transportation Barriers,8.0,Transport_Barriers
Portsmouth,51740210200,2119,Transportation Barriers,8.7,Transport_Barriers
Portsmouth,51740212801,4709,Transportation Barriers,13.9,Transport_Barriers
Suffolk,51800075103,4005,Transportation Barriers,12.1,Transport_Barriers
Suffolk,51800075602,1476,Transportation Barriers,6.0,Transport_Barriers
Richmond,51760060400,5106,Transportation Barriers,12.7,Transport_Barriers
Petersburg,51730811300,3026,Transportation Barriers,14.5,Transport_Barriers
Staunton,51790000600,4324,Transportation Barriers,7.6,Transport_Barriers
Lynchburg,51680000300,3965,Transportation Barriers,8.6,Transport_Barriers
Richmond,51760070803,4699,Transportation Barriers,18.2,Transport_Barriers
Lynchburg,51680000100,4509,Transportation Barriers,4.6,Transport_Barriers
Richmond,51760050100,3118,Transportation Barriers,5.1,Transport_Barriers
Norfolk,51710002000,1588,Transportation Barriers,8.4,Transport_Barriers
Roanoke,51770000602,3656,Transportation Barriers,9.3,Transport_Barriers
Newport News,51700032005,2635,Transportation Barriers,6.2,Transport_Barriers
Portsmouth,51740212000,2146,Transportation Barriers,20.2,Transport_Barriers
Hopewell,51670820500,4858,Transportation Barriers,12.2,Transport_Barriers
Richmond,51760010600,1978,Transportation Barriers,7.9,Transport_Barriers
Suffolk,51800075402,4572,Transportation Barriers,7.7,Transport_Barriers
Norfolk,51710004300,3074,Transportation Barriers,24.7,Transport_Barriers
Norfolk,51710006902,2398,Transportation Barriers,8.5,Transport_Barriers
Newport News,51700032400,3295,Transportation Barriers,7.6,Transport_Barriers
Newport News,51700032129,3337,Transportation Barriers,9.0,Transport_Barriers
Richmond,51760021000,1623,Transportation Barriers,15.9,Transport_Barriers
Richmond,51760050400,3084,Transportation Barriers,3.5,Transport_Barriers
Richmond,51760060501,2116,Transportation Barriers,5.9,Transport_Barriers
Virginia Beach,51810040200,5391,Transportation Barriers,16.6,Transport_Barriers
Portsmouth,51740210300,2308,Transportation Barriers,14.2,Transport_Barriers
Suffolk,51800075104,3213,Transportation Barriers,6.9,Transport_Barriers
Manassas,51683910401,7543,Transportation Barriers,12.1,Transport_Barriers
Richmond,51760040900,2609,Transportation Barriers,5.0,Transport_Barriers
Richmond,51760010300,1445,Transportation Barriers,24.8,Transport_Barriers
Lynchburg,51680000700,3770,Transportation Barriers,18.2,Transport_Barriers
Virginia Beach,51810042801,5552,Transportation Barriers,9.3,Transport_Barriers
Virginia Beach,51810045808,3231,Transportation Barriers,11.0,Transport_Barriers
Winchester,51840000302,6114,Transportation Barriers,10.6,Transport_Barriers
Virginia Beach,51810045408,6311,Transportation Barriers,9.7,Transport_Barriers
Virginia Beach,51810045425,2846,Transportation Barriers,6.5,Transport_Barriers
Winchester,51840000101,3267,Transportation Barriers,10.8,Transport_Barriers
Virginia Beach,51810046204,5308,Transportation Barriers,6.5,Transport_Barriers
Virginia Beach,51810046221,3817,Transportation Barriers,13.2,Transport_Barriers
Virginia Beach,51810046019,3589,Transportation Barriers,7.7,Transport_Barriers
Virginia Beach,51810046016,3888,Transportation Barriers,5.1,Transport_Barriers
Virginia Beach,51810046400,5248,Transportation Barriers,6.4,Transport_Barriers
Virginia Beach,51810046219,4157,Transportation Barriers,7.2,Transport_Barriers
Virginia Beach,51810045421,3599,Transportation Barriers,5.0,Transport_Barriers
Virginia Beach,51810046223,2685,Transportation Barriers,6.6,Transport_Barriers
Waynesboro,51820003100,1116,Transportation Barriers,7.6,Transport_Barriers
Virginia Beach,51810046015,5584,Transportation Barriers,6.8,Transport_Barriers
Virginia Beach,51810045426,6452,Transportation Barriers,5.8,Transport_Barriers
Virginia Beach,51810046211,3014,Transportation Barriers,4.8,Transport_Barriers
Virginia Beach,51810045420,5520,Transportation Barriers,5.4,Transport_Barriers
Virginia Beach,51810046020,5738,Transportation Barriers,12.3,Transport_Barriers
Waynesboro,51820003200,5093,Transportation Barriers,14.6,Transport_Barriers
Virginia Beach,51810046212,3950,Transportation Barriers,5.6,Transport_Barriers
Virginia Beach,51810046207,6204,Transportation Barriers,7.4,Transport_Barriers
Virginia Beach,51810045807,1552,Transportation Barriers,7.4,Transport_Barriers
Virginia Beach,51810046006,4379,Transportation Barriers,5.4,Transport_Barriers
Virginia Beach,51810045422,4859,Transportation Barriers,5.8,Transport_Barriers
Virginia Beach,51810045427,6203,Transportation Barriers,6.1,Transport_Barriers
Winchester,51840000301,5261,Transportation Barriers,12.3,Transport_Barriers
Virginia Beach,51810045412,1542,Transportation Barriers,3.7,Transport_Barriers
Virginia Beach,51810046220,5671,Transportation Barriers,8.3,Transport_Barriers
Virginia Beach,51810046224,4614,Transportation Barriers,8.0,Transport_Barriers
Virginia Beach,51810046225,4864,Transportation Barriers,7.1,Transport_Barriers
Virginia Beach,51810045605,2761,Transportation Barriers,7.0,Transport_Barriers
Virginia Beach,51810046017,3423,Transportation Barriers,7.2,Transport_Barriers
Virginia Beach,51810046214,5136,Transportation Barriers,6.6,Transport_Barriers
Waynesboro,51820003300,4993,Transportation Barriers,9.4,Transport_Barriers
Virginia Beach,51810046013,4460,Transportation Barriers,8.7,Transport_Barriers
Virginia Beach,51810046010,3017,Transportation Barriers,7.5,Transport_Barriers
Virginia Beach,51810045805,1293,Transportation Barriers,6.3,Transport_Barriers
Virginia Beach,51810045415,1893,Transportation Barriers,11.3,Transport_Barriers
Virginia Beach,51810045603,2192,Transportation Barriers,6.0,Transport_Barriers
Winchester,51840000202,5987,Transportation Barriers,6.0,Transport_Barriers
Virginia Beach,51810046018,4389,Transportation Barriers,8.0,Transport_Barriers
Virginia Beach,51810045434,5444,Transportation Barriers,4.2,Transport_Barriers
Virginia Beach,51810046014,6301,Transportation Barriers,6.7,Transport_Barriers
Virginia Beach,51810045430,4079,Transportation Barriers,12.0,Transport_Barriers
Virginia Beach,51810046222,5087,Transportation Barriers,5.6,Transport_Barriers
Virginia Beach,51810045809,6212,Transportation Barriers,8.1,Transport_Barriers
Virginia Beach,51810045431,4208,Transportation Barriers,5.5,Transport_Barriers
Virginia Beach,51810045801,4672,Transportation Barriers,6.3,Transport_Barriers
Virginia Beach,51810045407,4456,Transportation Barriers,7.6,Transport_Barriers
Virginia Beach,51810046009,5352,Transportation Barriers,6.8,Transport_Barriers
Winchester,51840000201,3679,Transportation Barriers,7.6,Transport_Barriers
Williamsburg,51830370100,5119,Transportation Barriers,8.0,Transport_Barriers
Virginia Beach,51810046217,5668,Transportation Barriers,7.0,Transport_Barriers
Virginia Beach,51810045601,2870,Transportation Barriers,6.1,Transport_Barriers
Virginia Beach,51810045803,3206,Transportation Barriers,7.3,Transport_Barriers
Williamsburg,51830370200,2928,Transportation Barriers,8.8,Transport_Barriers
Winchester,51840000102,3812,Transportation Barriers,17.3,Transport_Barriers
Virginia Beach,51810046216,6385,Transportation Barriers,6.4,Transport_Barriers
Virginia Beach,51810045432,4848,Transportation Barriers,6.7,Transport_Barriers
Virginia Beach,51810046011,1521,Transportation Barriers,6.2,Transport_Barriers
Virginia Beach,51810045424,6960,Transportation Barriers,6.1,Transport_Barriers
Waynesboro,51820003400,5583,Transportation Barriers,5.8,Transport_Barriers
Virginia Beach,51810045405,4579,Transportation Barriers,10.7,Transport_Barriers
Virginia Beach,51810045429,5202,Transportation Barriers,6.9,Transport_Barriers
Waynesboro,51820003500,5411,Transportation Barriers,6.2,Transport_Barriers
Virginia Beach,51810045414,6068,Transportation Barriers,11.0,Transport_Barriers
Virginia Beach,51810046213,6052,Transportation Barriers,10.9,Transport_Barriers
Virginia Beach,51810045810,2082,Transportation Barriers,15.5,Transport_Barriers
Williamsburg,51830370300,7378,Transportation Barriers,12.0,Transport_Barriers
Virginia Beach,51810046002,5483,Transportation Barriers,6.3,Transport_Barriers
Virginia Beach,51810045606,3848,Transportation Barriers,15.4,Transport_Barriers
Virginia Beach,51810045433,4542,Transportation Barriers,7.7,Transport_Barriers
Virginia Beach,51810045428,1518,Transportation Barriers,4.3,Transport_Barriers
Virginia Beach,51810046206,5313,Transportation Barriers,6.3,Transport_Barriers
Virginia Beach,51810045806,3906,Transportation Barriers,7.7,Transport_Barriers
Arlington,51013101805,3760,Utility Services Threat,3.1,Utility_Threat
Chesterfield,51041100818,4127,Utility Services Threat,7.8,Utility_Threat
Fairfax,51059421101,5912,Utility Services Threat,4.9,Utility_Threat
Appomattox,51011040300,4377,Utility Services Threat,9.8,Utility_Threat
Arlington,51013102903,1625,Utility Services Threat,4.0,Utility_Threat
Augusta,51015070701,4800,Utility Services Threat,5.9,Utility_Threat
Buchanan,51027010400,2032,Utility Services Threat,11.3,Utility_Threat
Amherst,51009010100,5103,Utility Services Threat,7.6,Utility_Threat
Amherst,51009010600,2687,Utility Services Threat,9.4,Utility_Threat
Fairfax,51059420800,3640,Utility Services Threat,5.1,Utility_Threat
Arlington,51013103200,5520,Utility Services Threat,4.5,Utility_Threat
Chesterfield,51041100931,5845,Utility Services Threat,3.3,Utility_Threat
Fairfax,51059416100,4129,Utility Services Threat,3.7,Utility_Threat
Accomack,51001090500,2721,Utility Services Threat,12.3,Utility_Threat
Carroll,51035080501,2493,Utility Services Threat,6.7,Utility_Threat
Chesterfield,51041100210,2243,Utility Services Threat,10.2,Utility_Threat
Accomack,51001090402,3281,Utility Services Threat,18.0,Utility_Threat
Bedford,51019030104,4450,Utility Services Threat,5.7,Utility_Threat
Dinwiddie,51053840102,3084,Utility Services Threat,10.7,Utility_Threat
Augusta,51015070500,5189,Utility Services Threat,5.4,Utility_Threat
Chesterfield,51041100822,6011,Utility Services Threat,5.2,Utility_Threat
Bedford,51019030202,6024,Utility Services Threat,6.3,Utility_Threat
Dinwiddie,51053840500,3949,Utility Services Threat,9.1,Utility_Threat
Albemarle,51003011400,4130,Utility Services Threat,6.1,Utility_Threat
Amherst,51009010401,3356,Utility Services Threat,10.3,Utility_Threat
Fairfax,51059415100,3633,Utility Services Threat,4.6,Utility_Threat
Chesterfield,51041100403,7006,Utility Services Threat,7.1,Utility_Threat
Chesterfield,51041100804,5085,Utility Services Threat,9.1,Utility_Threat
Fairfax,51059420503,3505,Utility Services Threat,6.1,Utility_Threat
Charles City,51036600300,2010,Utility Services Threat,9.8,Utility_Threat
Arlington,51013100500,5029,Utility Services Threat,3.4,Utility_Threat
Arlington,51013102802,1317,Utility Services Threat,3.6,Utility_Threat
Fairfax,51059415200,3218,Utility Services Threat,4.1,Utility_Threat
Chesterfield,51041100922,5308,Utility Services Threat,7.2,Utility_Threat
